,year,CPICANALL,CPIGROCANALL,CPICANEXC,CPICANSER,CPICANGDS,CPICANENG,UNEMPC,CEIR,MSC,TSX,BLIC,RGDP,IRGDP,SRGDP,CBR,CIR
474,2000-07-01,95.8,2.90010741138561,95.7,95.4,96.3,99.9,6.8,85.66032016,233681000000.0,10406.0,5.0,661221.0,180170.0361,432962.4448,5.8635,6.0
475,2000-08-01,95.7,2.57234726688106,95.8,95.5,95.9,98.2,7.0,85.55100592,233924000000.0,11248.0,-0.2,663655.0,181464.4061,434384.9092,5.76636363636364,6.0
476,2000-09-01,96.1,2.67094017094017,96.0,95.6,96.6,102.5,6.9,85.77804319,236189000000.0,10378.0,-0.6,664856.0,181703.3356,435358.0969,5.7295,6.0
477,2000-10-01,96.3,2.77481323372465,96.1,95.6,96.9,103.8,7.0,84.81103261,238605000000.0,9640.0,-2.6,666111.0,181777.748,436405.4275,5.72333333333333,6.0
478,2000-11-01,96.6,3.20512820512822,96.2,95.5,97.7,105.4,6.9,83.5160793,240064000000.0,8820.0,-3.0,666574.0,182145.7601,436405.4275,5.72714285714286,6.0
479,2000-12-01,96.7,3.2017075773746,96.2,95.6,97.8,103.7,6.8,84.26446141,246635000000.0,8934.0,-12.2,668253.0,182106.7822,437730.1804,5.40210526315789,6.0
480,2001-01-01,96.3,2.9946524064171,96.0,95.6,97.0,101.0,6.9,84.63444807,240867000000.0,9322.0,-17.2,668288.0,177861.2282,441194.2767,5.41863636363636,5.75
481,2001-02-01,96.8,2.8692879914984,96.5,96.1,97.4,100.2,7.0,84.02901535,240890000000.0,8079.0,-17.8,668070.0,178161.4086,440374.7761,5.43,5.75
482,2001-03-01,97.1,2.42616033755275,96.6,96.2,98.1,101.5,7.1,82.66679175,240357000000.0,7608.0,-14.8,668456.0,176940.9447,441418.6696,5.30136363636364,5.25
483,2001-04-01,97.8,3.49206349206348,97.0,96.5,99.1,105.2,7.1,83.28063325,245546000000.0,7947.0,-13.8,667850.0,177345.4037,440586.8937,5.5915,5.0
484,2001-05-01,98.6,3.89884088514225,97.3,96.9,100.4,110.7,7.0,84.55876898,250465000000.0,8162.0,-16.2,670682.0,177872.8709,442870.1039,5.85136363636364,4.75
485,2001-06-01,98.7,3.35078534031415,97.4,97.3,100.1,109.3,7.2,85.89576622,251853000000.0,7736.0,-12.2,670111.0,176013.5744,444073.5766,5.71809523809524,4.75
486,2001-07-01,98.4,2.71398747390399,97.8,97.8,98.9,102.7,7.1,85.62668501,254095000000.0,7690.0,-10.6,669115.0,174087.9648,444836.1197,5.80047619047619,4.5
487,2001-08-01,98.4,2.82131661442006,97.9,98.0,98.8,102.9,7.2,84.23082626,253921000000.0,7399.0,-3.4,671339.0,174848.7932,445875.5941,5.53090909090909,4.25
488,2001-09-01,98.6,2.60145681581686,98.1,98.0,99.2,105.7,7.2,82.59952145,260483000000.0,6839.0,-4.6,667726.0,172168.9359,444682.4326,5.30263157894737,3.75
489,2001-10-01,98.1,1.86915887850467,98.0,97.9,98.3,101.0,7.3,82.33884903,261060999999.99997,6886.0,-19.0,670769.0,172639.7079,446988.2294,5.23272727272727,3.0
490,2001-11-01,97.2,0.621118012422363,97.8,97.6,96.8,92.2,7.5,80.65709149,266899999999.99997,7426.0,-10.0,675082.0,173345.866,450832.8607,5.17714285714286,2.5
491,2001-12-01,97.4,0.723888314374347,97.7,97.7,97.0,91.9,8.1,81.79227783,275586000000.0,7688.0,-6.6,674350.0,170224.0904,453313.9491,5.40842105263158,2.5
492,2002-01-01,97.6,1.34994807892004,97.6,97.8,97.5,94.0,8.0,81.01026057,271608999999.99997,7648.0,-1.8,681643.0,175893.6034,455470.969,5.34363636363636,2.25
493,2002-02-01,98.2,1.44628099173555,98.2,98.3,98.2,94.4,8.0,81.71659874,269575000000.0,7637.0,6.4,685375.0,178238.8582,456806.0332,5.321,2.25
494,2002-03-01,98.9,1.85375901132854,98.7,98.6,99.2,98.1,7.9,82.11181176,268791000000.0,7851.0,10.0,684685.0,177918.4295,456457.905,5.667,2.25
495,2002-04-01,99.5,1.73824130879346,99.2,99.0,99.9,99.9,7.7,82.38089297,272137000000.0,7663.0,8.8,689541.0,180438.8317,458106.7264,5.65863636363636,2.5
496,2002-05-01,99.7,1.11561866125761,99.6,99.7,99.6,99.1,7.8,83.726299,273696000000.00003,7656.0,10.4,690569.0,180315.8236,459348.9892,5.59590909090909,2.5
497,2002-06-01,99.9,1.21580547112463,100.0,100.0,99.9,98.0,7.6,84.35695807,279242000000.0,7146.0,11.6,691358.0,179019.4287,460522.5101,5.424,2.75
498,2002-07-01,100.5,2.13414634146341,100.6,100.5,100.5,99.5,7.6,83.33949476,280181000000.0,6605.0,2.4,694062.0,180871.6383,461858.0653,5.29045454545455,3.0
499,2002-08-01,100.9,2.54065040650407,100.9,100.9,100.9,102.9,7.4,82.67520053,281865000000.0,6612.0,1.8,696668.0,180498.0579,464299.8727,5.12047619047619,3.0
500,2002-09-01,100.9,2.33265720081138,101.0,100.9,100.9,103.9,7.5,82.31362266,283357000000.0,6180.0,2.6,695078.0,178864.0233,464106.9046,4.8855,3.0
501,2002-10-01,101.2,3.16004077471968,101.2,101.1,101.4,106.8,7.6,82.66679175,285189000000.0,6249.0,0.0,699265.0,180089.5492,466354.2708,5.12727272727273,3.0
502,2002-11-01,101.5,4.42386831275721,101.4,101.3,101.7,105.1,7.4,82.74247084,286449000000.0,6570.0,-1.6,698937.0,178977.4135,467009.7731,5.0895,3.0
503,2002-12-01,101.1,3.79876796714578,101.5,101.9,100.3,98.4,7.5,82.85178508,289440000000.0,6615.0,6.2,696821.0,177003.7143,466789.3083,4.9675,3.0
504,2003-01-01,102.0,4.50819672131148,101.5,102.1,101.9,108.3,7.5,83.5833496,283589000000.0,6569.0,5.6,700415.0,178965.2646,468088.0375,4.96181818181818,3.0
505,2003-02-01,102.8,4.68431771894092,102.1,102.6,103.0,113.0,7.5,85.41646532,279561000000.0,6555.0,-0.2,702240.0,179279.1126,469245.846,5.012,3.0
506,2003-03-01,103.1,4.24671385237611,102.3,102.7,103.6,115.3,7.4,87.3420777,276445000000.0,6343.0,-7.2,701494.0,178790.6233,468894.7717,4.99714285714286,3.25
507,2003-04-01,102.4,2.91457286432162,102.3,102.9,101.9,106.0,7.6,87.51866224,279936000000.0,6586.0,-7.0,699150.0,178101.6763,467246.9323,5.05190476190476,3.5
508,2003-05-01,102.5,2.80842527582749,102.5,103.2,101.8,103.7,7.8,91.03353549,282605000000.0,6860.0,0.0,701154.0,178080.4156,469335.7014,4.67190476190476,3.5
509,2003-06-01,102.5,2.60260260260258,102.3,103.5,101.5,105.7,7.6,93.17777635,288537000000.0,6983.0,1.0,703171.0,177800.9896,471890.9327,4.28809523809524,3.5
510,2003-07-01,102.6,2.08955223880597,102.4,103.7,101.6,106.2,7.7,91.68101215,293368000000.0,7258.0,4.6,706760.0,179598.5289,473429.2763,4.68318181818182,3.25
511,2003-08-01,102.9,1.98216055500496,102.6,104.0,101.9,110.7,7.8,91.22693761,294600000000.0,7510.0,11.0,699921.0,177399.0616,468392.9565,4.902,3.25
512,2003-09-01,103.1,2.18037661050542,102.9,104.3,101.9,110.6,7.8,92.74892818,294916000000.0,7421.0,8.8,708471.0,180701.0467,473703.2615,4.75714285714286,3.0
513,2003-10-01,102.8,1.58102766798419,103.0,104.6,100.9,105.7,7.6,94.40545936,294820000000.0,7773.0,14.4,711515.0,181513.002,475405.6033,4.81545454545455,3.0
514,2003-11-01,103.1,1.57635467980293,103.3,104.5,101.5,104.4,7.4,95.3976963,298137000000.0,7859.0,21.2,712247.0,181703.8418,475665.3492,4.85684210526316,3.0
515,2003-12-01,103.2,2.07715133531158,103.2,104.7,101.6,105.1,7.3,94.61567905,303899000000.0,8221.0,26.2,715258.0,182506.1792,477326.937,4.72904761904762,3.0
516,2004-01-01,103.3,1.27450980392157,103.1,104.6,101.9,107.1,7.3,94.7838548,300576000000.0,8521.0,25.8,716561.0,182792.692,477936.284,4.58619047619048,2.75
517,2004-02-01,103.5,0.680933852140072,103.2,104.8,102.1,109.5,7.3,92.27803607,300242000000.0,8788.0,24.4,716147.0,181647.1467,478640.8876,4.4515,2.75
518,2004-03-01,103.9,0.77594568380216,103.5,105.0,102.6,110.6,7.3,92.7405194,298214000000.0,8586.0,24.6,722564.0,183206.2628,482939.7059,4.2604347826087,2.5
519,2004-04-01,104.1,1.66015624999999,103.6,105.2,102.9,112.8,7.2,92.00895487,306785000000.0,8244.0,26.0,724443.0,183711.9631,484071.4907,4.61285714285714,2.25
520,2004-05-01,105.0,2.4390243902439,103.9,105.6,104.4,120.5,7.1,90.6215049,312437000000.0,8417.0,25.8,725181.0,183150.5801,484874.7879,4.773,2.25
521,2004-06-01,105.1,2.53658536585365,103.8,105.8,104.3,119.4,7.2,91.53806276,317915000000.0,8546.0,23.0,728750.0,185009.3704,486336.0424,4.93272727272727,2.25
522,2004-07-01,105.0,2.3391812865497,104.0,106.2,103.8,117.5,7.1,93.84207058,318476000000.0,8458.0,23.0,729451.0,183771.1892,487658.8313,4.75,2.25
523,2004-08-01,104.8,1.84645286686102,103.8,106.2,103.4,117.6,7.0,94.31296269,316616000000.0,8377.0,19.2,732566.0,184533.5363,489907.6705,4.63095238095238,2.25
524,2004-09-01,105.0,1.84287099903008,104.1,106.5,103.4,117.0,6.9,95.91063235,316443000000.0,8668.0,16.0,734642.0,185255.893,490978.0788,4.60238095238095,2.5
525,2004-10-01,105.2,2.33463035019456,104.1,106.7,103.8,119.5,7.1,98.23986654,318487000000.0,8871.0,13.6,734897.0,185460.4004,490923.0853,4.55,2.75
526,2004-11-01,105.6,2.42483026188168,104.6,106.8,104.3,117.1,7.2,101.586564,319007000000.0,9030.0,13.8,737671.0,185799.0526,493303.516,4.48476190476191,2.75
527,2004-12-01,105.4,2.13178294573643,104.6,107.0,103.8,113.6,7.1,98.86211683,329212000000.0,9247.0,17.2,737835.0,185588.4706,493359.9825,4.32047619047619,2.75
528,2005-01-01,105.3,1.93610842207164,104.3,106.9,103.5,115.0,7.0,98.46690381,324409000000.0,9204.0,12.6,741427.0,187947.393,494715.6693,4.2605,2.75
529,2005-02-01,105.7,2.1256038647343,104.7,107.2,104.1,117.5,7.0,97.16354172,322271000000.0,9668.0,11.2,741940.0,186230.8467,497070.0763,4.205,2.75
530,2005-03-01,106.3,2.3099133782483,105.1,107.4,105.2,121.0,6.9,98.93779592,319995000000.0,9612.0,10.6,739428.0,184422.677,496226.5161,4.35818181818182,2.75
531,2005-04-01,106.6,2.40153698366956,104.8,107.6,105.6,124.9,6.7,97.48307565,327831000000.0,9369.0,7.6,744911.0,187046.3454,498726.754,4.19380952380952,2.75
532,2005-05-01,106.7,1.61904761904761,105.1,108.0,105.3,122.5,7.0,96.19653113,331363000000.0,9607.0,3.6,748104.0,188416.6465,499939.5559,4.07380952380952,2.75
533,2005-06-01,106.9,1.71265461465273,105.2,108.3,105.5,124.1,6.8,98.32395442,336698000000.0,9903.0,8.0,750353.0,187635.5698,503093.8231,3.82818181818182,2.75
534,2005-07-01,107.1,2.0,105.1,108.5,105.7,128.3,6.7,99.99730317,335530000000.0,10423.0,12.8,752291.0,188217.2011,503973.7183,3.8995,2.75
535,2005-08-01,107.5,2.57633587786259,105.3,108.5,106.6,132.2,6.7,100.8970435,332036000000.0,10669.0,7.0,755142.0,188855.0213,506250.0543,3.92045454545455,2.75
536,2005-09-01,108.4,3.23809523809524,105.7,108.7,108.2,142.1,6.7,103.2010513,335895000000.0,11012.0,16.0,755771.0,189448.2953,506402.2683,3.86857142857143,3.0
537,2005-10-01,107.9,2.56653992395438,105.6,108.9,106.9,135.6,6.7,103.1001458,339022000000.0,10383.0,16.2,758318.0,189344.0168,509036.5527,4.047,3.25
538,2005-11-01,107.7,1.98863636363636,106.1,109.1,106.4,127.4,6.4,103.5626291,340797000000.0,10824.0,14.6,762473.0,191072.2058,511408.1452,4.10714285714286,3.25
539,2005-12-01,107.6,2.08728652751423,106.0,109.2,106.0,125.2,6.6,105.2107515,348938000000.0,11272.0,11.2,766503.0,193016.5451,513152.7142,4.041,3.5
540,2006-01-01,108.2,2.75403608736943,105.8,109.2,107.3,132.7,6.6,104.7819034,343062000000.0,11946.0,9.6,768381.0,192117.0161,515909.7518,4.02904761904762,3.75
541,2006-02-01,108.0,2.17596972563862,106.1,109.5,106.4,127.1,6.4,105.3452921,342852000000.0,11688.0,10.0,770102.0,191433.6373,517583.6149,4.17,3.75
542,2006-03-01,108.6,2.16368767638759,106.6,109.9,107.2,130.0,6.4,104.8155385,341662000000.0,12111.0,8.6,771865.0,191327.3339,519332.603,4.1995652173913,4.0
543,2006-04-01,109.2,2.4390243902439,106.6,110.3,108.1,138.9,6.3,105.6227821,350951000000.0,12204.0,11.8,772006.0,189969.1818,520805.1509,4.41578947368421,4.25
544,2006-05-01,109.7,2.81162136832241,107.0,111.0,108.4,139.8,6.1,107.9351987,355905000000.0,11745.0,7.6,772308.0,189689.2496,521546.5804,4.39954545454545,4.5
545,2006-06-01,109.5,2.43217960710943,106.7,111.1,107.9,138.4,6.1,107.9099724,362203000000.0,11613.0,5.4,771014.0,188275.921,521783.7396,4.44136363636364,4.5
546,2006-07-01,109.6,2.33426704014938,106.5,111.2,108.1,142.0,6.4,106.1189006,365545000000.0,11831.0,6.8,772413.0,188592.3001,522879.6805,4.444,4.5
547,2006-08-01,109.8,2.13953488372094,106.8,111.4,108.1,141.7,6.4,106.7663773,364416000000.0,12074.0,7.0,772968.0,188125.0715,523869.5626,4.25272727272727,4.5
548,2006-09-01,109.2,0.7380073800738,107.4,111.9,106.4,128.8,6.4,106.7327421,367475000000.0,11788.0,3.8,771857.0,185779.3105,524893.3246,4.06857142857143,4.5
549,2006-10-01,109.0,1.01946246524558,107.5,112.2,105.6,123.8,6.2,105.70687,371214000000.0,12345.0,2.2,773092.0,186225.2784,525848.3448,4.10666666666667,4.5
550,2006-11-01,109.2,1.39275766016714,107.7,112.4,106.1,123.8,6.4,104.6221364,376649000000.0,12752.0,-0.6,774817.0,185630.992,527805.0313,3.99952380952381,4.5
551,2006-12-01,109.4,1.67286245353161,107.6,112.6,106.1,127.1,6.2,102.3433549,386895000000.0,12908.0,3.0,779728.0,186717.8174,531252.9242,3.96631578947368,4.5
552,2007-01-01,109.4,1.10905730129391,107.6,112.5,106.3,125.2,6.3,100.6279622,377715000000.0,13034.0,-1.4,778111.0,186238.4398,529828.4957,4.12181818181818,4.5
553,2007-02-01,110.2,2.03703703703704,108.0,113.0,107.4,127.1,6.2,101.1661247,374903000000.0,13045.0,3.0,781981.0,188021.2992,531807.2778,4.1175,4.5
554,2007-03-01,111.1,2.30202578268877,108.5,113.4,108.8,135.9,6.2,101.2754389,374133000000.0,13166.0,1.4,783674.0,188185.3101,533236.1255,4.04590909090909,4.5
555,2007-04-01,111.6,2.19780219780218,108.7,113.9,109.2,139.1,6.2,103.7223961,384025000000.0,13417.0,5.6,784722.0,187210.8625,535271.3741,4.1715,4.5
556,2007-05-01,112.1,2.18778486782133,109.0,114.5,109.6,142.0,6.0,107.37181,387715000000.0,14057.0,5.6,788167.0,187525.2168,537908.1136,4.29272727272727,4.5
557,2007-06-01,111.9,2.19178082191782,109.0,114.8,108.9,140.1,6.1,110.0710308,396872000000.0,13907.0,6.8,790394.0,187978.7778,539628.1319,4.61285714285714,4.5
558,2007-07-01,112.0,2.18978102189783,109.1,115.3,108.6,139.6,6.0,110.8110041,400540000000.0,13869.0,4.6,790231.0,185972.1752,541211.1577,4.59,4.75
559,2007-08-01,111.7,1.7304189435337,109.2,115.6,107.7,136.4,5.9,109.8439935,400246000000.0,13660.0,2.4,792520.0,187154.1674,541805.2833,4.42863636363636,4.75
560,2007-09-01,111.9,2.47252747252747,109.7,115.9,107.8,136.6,5.9,112.5095792,403054000000.0,14099.0,1.0,791132.0,186203.5116,541492.5081,4.35631578947368,4.75
561,2007-10-01,111.6,2.38532110091741,109.6,116.1,107.1,134.5,5.9,116.7644258,399523000000.0,14625.0,0.8,791834.0,184983.0476,543796.3408,4.36272727272727,4.75
562,2007-11-01,111.9,2.47252747252747,109.6,116.2,107.6,136.5,6.1,116.4448919,402554000000.0,13689.0,0.0,792516.0,184478.3598,544780.8217,4.12142857142857,4.75
563,2007-12-01,112.0,2.37659963436928,109.4,116.5,107.4,138.2,6.1,112.4086738,414535000000.0,13833.0,-3.2,789444.0,181302.9263,544311.9044,4.01578947368421,4.5
564,2008-01-01,111.8,2.19378427787934,109.0,116.2,107.3,139.0,5.9,110.2896593,406493000000.0,13155.0,1.4,792676.0,181901.2624,546233.729,3.84818181818182,4.25
565,2008-02-01,112.2,1.81488203266788,109.4,116.9,107.4,139.4,6.0,111.012815,401707000000.0,13583.0,-3.4,791237.0,181556.5357,544845.6354,3.828,4.25
566,2008-03-01,112.6,1.35013501350134,109.6,117.1,108.1,143.2,6.2,108.9778884,400921000000.0,13350.0,-2.8,792654.0,181437.071,546468.4332,3.509,3.75
567,2008-04-01,113.5,1.70250896057349,109.9,117.7,109.2,150.2,6.1,107.6829351,409403000000.0,13937.0,-2.8,794308.0,182467.7075,547523.62,3.62863636363636,3.25
568,2008-05-01,114.6,2.23015165031221,110.3,118.7,110.4,158.4,6.1,110.0289869,419463000000.0,14715.0,-0.8,794278.0,181372.7828,548060.2972,3.62142857142857,3.25
569,2008-06-01,115.4,3.12779267202861,110.3,119.1,111.6,165.3,6.1,108.1286009,427835000000.0,14467.0,0.4,795847.0,182097.1643,549048.2152,3.76,3.25
570,2008-07-01,115.8,3.39285714285713,110.4,119.4,112.1,169.1,6.1,108.0361042,429665000000.0,13593.0,0.0,799311.0,184512.7818,549703.7175,3.75045454545455,3.25
571,2008-08-01,115.6,3.49149507609668,110.5,119.6,111.5,164.0,6.1,105.1014373,430446000000.0,13771.0,-0.2,798685.0,182530.4771,551109.4875,3.5915,3.25
572,2008-09-01,115.7,3.3958891867739,110.8,119.8,111.5,161.5,6.1,106.2450324,435474000000.0,11753.0,-13.0,798864.0,180958.1996,552553.5566,3.54095238095238,3.25
573,2008-10-01,114.5,2.59856630824374,110.6,120.0,108.9,147.5,6.2,97.18876808,443102000000.0,9763.0,-22.2,797998.0,180247.4857,551758.1156,3.66818181818182,2.5
574,2008-11-01,114.1,1.96604110813226,111.3,120.0,108.1,130.7,6.6,96.39834204,450953000000.0,9271.0,-27.6,789960.0,177247.7059,547544.7336,3.57157894736842,2.5
575,2008-12-01,113.3,1.16071428571428,111.0,120.1,106.5,123.0,6.9,94.3045539,464340000000.0,8988.0,-35.2,779124.0,171051.2319,544500.9444,2.94571428571429,1.75
576,2009-01-01,113.0,1.07334525939178,110.3,119.7,106.2,123.8,7.4,94.80908117,454809000000.0,8695.0,-28.8,775382.0,169475.411,545292.4572,2.81238095238095,1.25
577,2009-02-01,113.8,1.42602495543669,110.8,120.2,107.3,127.2,8.0,94.83430753,447661000000.0,8123.0,-28.6,771359.0,165983.0922,545246.302,2.96052631578947,1.25
578,2009-03-01,114.0,1.24333925399646,111.1,120.4,107.6,127.1,8.2,93.49731029,447497000000.0,8720.0,-27.2,765106.0,161545.6859,544055.1046,2.88590909090909,0.75
579,2009-04-01,113.9,0.352422907488992,111.2,120.7,107.0,123.9,8.3,95.10338874,459847000000.0,9325.0,-19.2,762636.0,158233.5767,545161.8478,2.95428571428571,0.5
580,2009-05-01,114.7,0.0872600349040307,111.7,121.3,108.1,129.4,8.7,100.3841074,467327000000.0,10370.0,-13.6,761849.0,157190.285,545330.2652,3.202,0.5
581,2009-06-01,115.1,-0.259965337954953,111.7,121.5,108.6,133.9,8.7,101.8892804,475541000000.0,10375.0,-9.4,762751.0,156815.186,546470.3973,3.45909090909091,0.5
582,2009-07-01,114.7,-0.949913644214151,111.5,121.6,107.7,129.6,8.7,101.8388277,483839000000.0,10787.0,-1.8,764000.0,156626.371,547618.8765,3.42909090909091,0.5
583,2009-08-01,114.7,-0.77854671280276,111.5,121.6,107.8,132.6,8.6,104.1007916,488852000000.0,10868.0,5.6,763688.0,156228.4926,547322.7957,3.4645,0.5
584,2009-09-01,114.7,-0.864304235090748,111.8,121.9,107.4,131.3,8.4,104.1092003,492719000000.0,11395.0,4.8,769437.0,159332.551,549343.314,3.36571428571429,0.5
585,2009-10-01,114.6,0.0873362445414769,112.0,122.1,107.0,128.8,8.5,105.8582282,500262000000.0,10911.0,10.4,770262.0,159288.511,549637.9217,3.4252380952381,0.5
586,2009-11-01,115.2,0.9640666082384,112.2,121.8,108.6,132.4,8.5,105.4041537,508316000000.0,11447.0,7.4,774776.0,161208.5524,551120.7808,3.3925,0.5
587,2009-12-01,114.8,1.32391879964695,111.7,121.8,107.6,130.3,8.5,105.7993667,520278000000.0,11746.0,9.8,777029.0,160539.3473,553518.888,3.41619047619048,0.5
588,2010-01-01,115.1,1.858407079646,111.6,121.8,108.4,133.9,8.3,107.1952254,511070000000.0,11094.0,16.8,781832.0,162879.5401,555200.1163,3.485,0.5
589,2010-02-01,115.6,1.58172231985941,112.4,122.6,108.5,132.3,8.3,106.8252388,508949000000.0,11630.0,14.2,785916.0,165749.2248,556141.3881,3.42368421052632,0.5
590,2010-03-01,115.6,1.40350877192981,112.1,122.2,109.0,134.5,8.3,109.7599057,506462000000.0,12038.0,20.8,789700.0,167636.3627,557899.2145,3.4904347826087,0.5
591,2010-04-01,116.0,1.84372256365231,112.5,122.6,109.4,136.0,8.2,111.7864235,516634000000.0,12211.0,19.2,788740.0,166932.2294,557368.9205,3.67,0.5
592,2010-05-01,116.3,1.3949433304272,112.8,123.2,109.4,137.4,8.1,109.9112639,527533000000.0,11763.0,15.6,792191.0,170551.606,557477.9254,3.4455,0.5
593,2010-06-01,116.2,0.955690703735894,112.7,123.6,108.7,135.7,8.0,110.5503317,535933999999.99994,11294.0,10.6,794245.0,171583.2549,558226.7201,3.29772727272727,0.75
594,2010-07-01,116.8,1.83086312118569,113.0,124.5,109.1,139.8,8.0,109.389919,539220000000.0,11713.0,10.2,795351.0,171503.2743,559243.6079,3.1852380952381,1.0
595,2010-08-01,116.7,1.74367916303401,113.0,124.3,109.1,139.2,8.1,108.7256248,537094000000.00006,11914.0,10.4,797743.0,171251.6897,561543.5125,2.94952380952381,1.0
596,2010-09-01,116.9,1.9180470793374,113.4,124.5,109.2,138.7,8.2,108.8938005,541631000000.0,12369.0,10.6,797651.0,169939.0962,562572.1846,2.88142857142857,1.25
597,2010-10-01,117.4,2.44328097731242,113.9,124.9,109.7,140.5,8.0,108.9442533,547139000000.0,12676.0,13.8,801757.0,171968.9843,564534.2723,2.766,1.25
598,2010-11-01,117.5,1.99652777777777,113.9,125.0,110.1,141.3,7.7,109.6421826,549783000000.0,12953.0,16.4,805535.0,172594.6555,567494.0983,3.02238095238095,1.25
599,2010-12-01,117.5,2.35191637630663,113.5,124.9,110.0,144.0,7.7,110.3569296,564107000000.0,13443.0,17.0,811127.0,175706.8132,569800.3861,3.2047619047619,1.25
600,2011-01-01,117.8,2.34578627280625,113.4,125.0,110.5,146.0,7.8,111.1305381,554525000000.0,13552.0,18.6,813765.0,175095.3157,572329.1028,3.253,1.25
601,2011-02-01,118.1,2.16262975778548,113.7,125.3,110.8,146.3,7.7,111.0212238,548285999999.99994,14137.0,19.8,812299.0,174051.5179,571674.0915,3.41736842105263,1.25
602,2011-03-01,119.4,3.28719723183393,114.4,125.7,113.0,151.7,7.7,112.1395926,546078999999.99994,14128.0,18.4,814811.0,176264.1466,572111.093,3.26652173913043,1.25
603,2011-04-01,119.8,3.27586206896553,114.4,125.9,113.7,159.2,7.7,113.1654647,553647000000.0,13945.0,18.8,814940.0,176934.364,571686.8578,3.328,1.25
604,2011-05-01,120.6,3.69733447979363,115.0,126.7,114.4,160.2,7.6,112.3834474,558779000000.0,13803.0,7.8,813183.0,173847.5167,573199.1777,3.15190476190476,1.25
605,2011-06-01,119.8,3.09810671256453,114.3,126.8,112.8,157.0,7.6,110.5755581,571525000000.0,13301.0,12.4,816790.0,175194.5322,574995.794,2.98772727272727,1.25
606,2011-07-01,120.0,2.73972602739727,114.3,127.1,112.9,157.9,7.3,112.8627483,575482000000.0,12946.0,5.8,822442.0,178610.4138,576870.4815,2.9385,1.25
607,2011-08-01,120.3,3.08483290488432,114.7,127.3,113.2,157.9,7.3,109.8103584,574902000000.0,12769.0,5.6,826642.0,180929.8521,578179.522,2.44636363636364,1.25
608,2011-09-01,120.6,3.16509837467921,115.5,127.8,113.5,156.0,7.4,109.3058311,589058000000.0,11624.0,5.4,828999.0,182142.7229,579065.3093,2.19666666666667,1.25
609,2011-10-01,120.8,2.89608177172059,115.6,127.7,113.9,156.9,7.4,107.9856515,596639000000.0,12252.0,2.8,828956.0,180771.4094,580323.2845,2.296,1.25
610,2011-11-01,120.9,2.89361702127659,115.7,127.8,113.8,154.1,7.6,107.8679284,598279000000.0,12204.0,3.0,829879.0,180393.2732,581303.8373,2.12238095238095,1.25
611,2011-12-01,120.2,2.29787234042552,115.0,127.7,112.6,152.7,7.5,108.0192866,610475000000.0,11955.0,5.2,833859.0,182249.0262,582881.4619,1.992,1.25
612,2012-01-01,120.7,2.46179966044143,115.2,127.8,113.6,155.5,7.7,108.9106181,608258000000.0,12452.0,6.2,833118.0,181818.7507,582526.4595,1.98,1.25
613,2012-02-01,121.2,2.62489415749364,115.6,128.2,114.1,156.9,7.5,109.7935408,600912000000.0,12644.0,7.0,830964.0,177897.675,583530.09,2.021,1.25
614,2012-03-01,121.7,1.92629815745393,116.1,128.6,114.8,159.5,7.3,110.4073823,598471000000.0,12392.0,7.2,833068.0,178234.8086,584670.713,2.10681818181818,1.25
615,2012-04-01,122.2,2.0033388981636,116.6,129.1,115.3,161.0,7.3,110.9959975,612639000000.0,12293.0,8.6,835955.0,179859.7315,584838.6395,2.0645,1.25
616,2012-05-01,122.1,1.24378109452736,116.7,129.5,114.7,157.7,7.4,110.1971626,621540000000.0,11513.200195,6.8,837292.0,179778.7384,586219.8589,1.92227272727273,1.25
617,2012-06-01,121.6,1.5025041736227,116.2,129.6,113.5,155.7,7.2,108.6919896,635388000000.0,11596.599609,1.4,837720.0,178762.782,587380.6135,1.74761904761905,1.25
618,2012-07-01,121.5,1.25000000000001,115.8,129.7,113.2,156.0,7.3,109.9953517,639409000000.0,11664.700195,0.0,839371.0,178101.6763,589281.3245,1.65619047619048,1.25
619,2012-08-01,121.8,1.24688279301744,116.0,129.6,114.0,159.2,7.3,111.7107444,638128000000.0,11949.299805,1.4,838268.0,176323.3728,589474.2926,1.82681818181818,1.25
620,2012-09-01,122.0,1.16086235489221,116.4,129.8,114.2,160.6,7.3,112.005052,638234000000.0,12317.5,3.6,838158.0,175745.2849,589512.5916,1.83789473684211,1.25
621,2012-10-01,122.2,1.15894039735099,116.7,129.8,114.5,159.5,7.5,110.8614569,638631000000.0,12422.900391,1.0,837773.0,175703.776,588319.4302,1.81181818181818,1.25
622,2012-11-01,121.9,0.827129859387932,116.7,129.9,113.8,153.8,7.4,110.1130748,647121000000.0,12239.400391,-2.4,841757.0,177504.3526,590059.089,1.73809523809524,1.25
623,2012-12-01,121.2,0.831946755407662,116.0,129.7,112.6,151.9,7.3,109.9364902,660672000000.0,12433.5,-0.4,841658.0,176735.9311,590071.3644,1.76789473684211,1.25
624,2013-01-01,121.3,0.497100248550126,115.9,129.6,112.9,152.8,7.1,109.4487805,650460000000.0,12685.200195,5.8,846466.0,178226.7093,592984.5441,1.93136363636364,1.25
625,2013-02-01,122.7,1.23762376237624,116.9,130.1,115.2,160.1,7.1,108.3640469,654418000000.0,12821.799805,9.2,849020.0,179938.6997,593188.3145,1.96789473684211,1.25
