DATE,TSX,RETAIL,POP,LFC,PTM,UNEMP,EI,CPIT,CPIC,AHPI,VHPI,CHPI,MHPI,THPI,THPIH,THPIA,NEWHL,STLP,NHSTRT,NHCMPL,HSTRT,RENT,ABS,UABS,ALOAN,DELR,OWN,RETAILC,CNEWHL,CNEWH,CNEWL,AVGPT,AVGPG,DMKT,INV,BONDS
1982-01,1786.91,,,,,,,49.9,52.2,,,,,,,,40.3,,968,"1,607",,49.3,,,,,54.1,,40.3,39.1,40.5,,,,,16.33
1982-02,1671.34,,,,,,,50.6,52.8,,,,,,,,40.3,,"1,392","1,722",,49.6,,,,,54.6,,40.3,38.9,40.6,,,,,15.5
1982-03,1587.83,,,,,,,51.5,53.5,,,,,,,,40.1,,"1,924","1,939",,49.9,,,,,55.0,,40.1,38.6,40.7,,,,,15.62
1982-04,1548.17,,,,,,,51.8,53.8,,,,,,,,39.9,,"1,565","1,209",,50,,,,,55.3,,39.9,38.5,40.6,,,,,15.35
1982-05,1523.68,,,,,,,52.6,54.5,,,,,,,,39.6,,"1,614","2,192",,50.4,,,,,55.8,,39.6,38.1,40.1,,,,,15.32
1982-06,1366.8,,,,,,,53.2,55.1,,,,,,,,39.3,,"1,133","1,893",,50.8,,,,,56.0,,39.3,38.1,39.5,,,,,16.48
1982-07,1411.9,,,,,,,53.5,55.4,,,,,,,,39,,801,"1,424",,51,,,,,56.4,,39.0,38.0,38.5,,,,,16.04
1982-08,1613.32,,,,,,,53.7,55.6,,,,,,,,38.8,,"1,987","2,397",,51.4,,,,,56.9,,38.8,37.8,38.2,,,,,14.63
1982-09,1602.01,,,,,,,53.8,55.9,,,,,,,,38.4,,914,"1,613",,51.8,,,,,57.1,,38.4,37.6,37.5,,,,,14.1
1982-10,1774.04,,,,,,,54.2,56.3,,,,,,,,38.3,,"1,860","1,286",,52.3,,,,,58.3,,38.3,37.4,37.5,,,,,13.34
1982-11,1838.31,,,,,,,54.7,56.6,,,,,,,,38,,"2,568","2,343",,52.8,,,,,58.1,,38.0,37.3,37.0,,,,,12.39
1982-12,1958.08,,,,,,,54.8,56.6,,,,,,,,37.9,,"2,338","1,832",,53.1,,,,,58.4,,37.9,37.2,37.0,,,,,11.92
1983-01,2031.47,,,,,,,54.6,56.5,,,,,,,,37.9,,"1,801","1,591",,53.4,,,,,58.4,,37.9,37.3,36.8,,,,,12.48
1983-02,2090.37,,,,,,,55,56.8,,,,,,,,37.9,,"1,506","1,925",,53.6,,,,,58.6,,37.9,37.2,36.8,,,,,12.06
1983-03,2156.06,,,,,,,55.5,57.4,,,,,,,,37.8,,"1,831","2,638",,53.9,,,,,58.7,,37.8,37.2,37.0,,,,,11.97
1983-04,2340.81,,,,,,,55.2,57.4,,,,,,,,37.8,,"2,082","1,742",,54.2,,,,,58.7,,37.8,37.0,37.2,,,,,11.45
1983-05,2420.65,,,,,,,55.2,57.5,,,,,,,,37.7,,"4,343","1,854",,54.2,,,,,58.7,,37.7,36.9,37.2,,,,,11.63
1983-06,2446.97,,,,,,,56.3,58.1,,,,,,,,37.8,,"2,191","3,016",,54.6,,,,,58.9,,37.8,37.0,37.4,,,,,11.93
1983-07,2477.62,,,,,,,56.5,58.4,,,,,,,,37.8,,"1,741","2,967",,55,,,,,59.1,,37.8,37.0,37.4,,,,,12.19
1983-08,2483.09,,,,,,,56.7,58.7,,,,,,,,38,,"1,682","1,954",,55.3,,,,,59.3,,38.0,37.2,37.2,,,,,12.55
1983-09,2499.58,,,,,,,56.7,58.7,,,,,,,,38,,"1,695","2,334",,55.5,,,,,59.3,,38.0,37.2,37.3,,,,,12.15
1983-10,2361.08,,,,,,,57.1,59.1,,,,,,,,37.9,,"2,292","2,456",,55.9,,,,,60.2,,37.9,37.2,37.2,,,,,12.09
1983-11,2540.89,,,,,,,56.9,59.1,,,,,,,,38,,"1,633","1,992",,56.1,,,,,60.2,,38.0,37.3,37.4,,,,,12.15
1983-12,2552.35,,,,,,,57.2,59.2,,,,,,,,37.9,,"2,474","1,713",,56.4,,,,,60.4,,37.9,37.2,37.2,,,,,12.29
1984-01,2468.88,,,,,,,57.6,59.6,,,,,,,,38,,"1,413","1,393",,56.7,,,,,60.4,,38.0,37.2,37.3,,,,,12.21
1984-02,2419.83,,,,,,,58.1,59.9,,,,,,,,38,,"1,412","1,658",,56.9,,,,,60.3,,38.0,37.4,37.3,,,,,12.61
1984-03,2382.1,,,,,,,58.1,60,,,,,,,,38.1,,804,"1,828",,57.1,,,,,60.2,,38.1,37.5,37.3,,,,,13.28
1984-04,2323.34,,,,,,,58.2,60.2,,,,,,,,38.2,,"1,868","1,570",,57.3,,,,,60.4,,38.2,37.6,37.4,,,,,13.54
1984-05,2229.75,,,,,,,58.3,60.2,,,,,,,,38.2,,"1,563","2,126",,57.4,,,,,60.4,,38.2,37.6,37.4,,,,,14.12
1984-06,2220.94,,,,,,,58.8,60.6,,,,,,,,38.1,,"2,014","2,755",,57.7,,,,,60.4,,38.1,37.4,37.4,,,,,14.05
1984-07,2139.99,,,,,,,59.1,60.8,,,,,,,,38.1,,"1,894","1,874",,58,,,,,60.4,,38.1,37.4,37.4,,,,,13.66
1984-08,2388.81,,,,,,,59.1,60.8,,,,,,,,38,,"1,902","2,264",,58.3,,,,,60.7,,38.0,37.3,37.4,,,,,13.11
1984-09,2392.65,,,,,,,59.2,60.9,,,,,,,,37.9,,"1,560","1,861",,58.6,,,,,60.7,,37.9,37.2,37.3,,,,,12.87
1984-10,2353.26,,,,,,,59.2,61.1,,,,,,,,37.9,,"1,751","3,080",,58.9,,,,,61.7,,37.9,37.2,37.2,,,,,12.48
1984-11,2368.54,,,,,,,59.6,61.4,,,,,,,,37.8,,"1,383","2,071",,59.2,,,,,61.9,,37.8,37.2,37.0,,,,,12.1
1984-12,2400.33,,,,,,,59.6,61.4,,,,,,,,37.9,,585,668,,59.3,,,,,61.8,,37.9,37.3,37.0,,,,,11.99
1985-01,2595.05,,,,,,,60,61.7,,,,,,,,38,,"1,038","1,582",,59.6,,,,,62.1,,38.0,37.4,37.1,,,,,11.71
1985-02,2594.98,,,,,,,60.3,62.1,,,,,,,,38,,913,"1,613",,59.8,,,,,62.1,,38.0,37.4,37.2,,,,,12.52
1985-03,2612.81,,,,,,,60.5,62.2,,,,,,,,38.1,,"1,913",889,,60.1,,,,,62.2,,38.1,37.5,37.3,,,,,12.2
1985-04,2635.31,,,,,,,60.7,62.5,,,,,,,,38.1,,"2,156",979,,60.2,,,,,62.3,,38.1,37.5,37.3,,,,,11.69
1985-05,2736.31,,,,,,,60.7,62.7,,,,,,,,38.1,,"2,485","1,384",,60.5,,,,,62.3,,38.1,37.4,37.5,,,,,11.01
1985-06,2712.5,,,,,,,61,63,,,,,,,,38.3,,"2,517","1,827",,60.7,,,,,62.5,,38.3,37.6,37.8,,,,,11.13
1985-07,2778.6,,,,,,,61.1,63.3,,,,,,,,38.4,,"2,838","2,125",,60.9,,,,,62.5,,38.4,37.7,37.8,,,,,11.18
1985-08,2819.98,,,,,,,61.3,63.3,,,,,,,,38.5,,"3,307","2,277",,61.2,,,,,62.5,,38.5,38.0,38.0,,,,,10.8
1985-09,2632.25,,,,,,,61.3,63.4,,,,,,,,38.8,,"1,308","1,623",,61.5,,,,,62.8,,38.8,38.1,38.2,,,,,11.03
1985-10,2674.84,,,,,,,61.5,63.6,,,,,,,,38.9,,"3,020","1,878",,61.9,,,,,63.4,,38.9,38.4,38.2,,,,,10.74
1985-11,2857.18,,,,,,,61.9,63.8,,,,,,,,39.2,,"3,219","2,096",,62.3,,,,,63.6,,39.2,38.6,38.3,,,,,10.4
1985-12,2900.6,,,,,,,62.2,64.1,,,,,,,,39.3,,"1,636","1,604",,62.5,,,,,63.9,,39.3,38.7,38.4,,,,,9.99
1986-01,2842.96,,,,,,,62.5,64.4,,,,,,,,39.8,,"1,636","2,031",,62.8,,,,,63.9,,39.8,39.4,38.8,,,,,10.41
1986-02,2855.83,,,,,,,62.9,64.7,,,,,,,,40.3,,"1,800","1,751",,63,,,,,64.4,,40.3,39.9,39.2,,,,,10.06
1986-03,3047.26,,,,,,,63,64.9,,,,,,,,40.6,,"2,389","1,641",,63.2,,,,,65.0,,40.6,40.2,39.3,,,,,9.62
1986-04,3078.89,,,,,,,63,64.9,,,,,,,,40.8,,"3,570","2,175",,63.3,,,,,65.3,,40.8,40.6,39.3,,,,,8.95
1986-05,3121.97,,,,,,,63.4,65.3,,,,,,,,41.1,,"3,850","2,211",,63.5,,,,,65.6,,41.1,40.9,39.5,,,,,9.14
1986-06,3085.5,,,,,,,63.6,65.4,,,,,,,,41.3,,"3,654","1,642",,63.8,,,,,66.0,,41.3,41.2,39.7,,,,,9.11
1986-07,2935.33,,,,,,,64.3,65.9,,,,,,,,41.6,,"2,873","2,793",,64.1,,,,,66.4,,41.6,41.4,39.8,,,,,9.17
1986-08,3028.2,,,,,,,64.4,66,,,,,,,,42,,"2,067","2,065",,64.3,,,,,66.5,,42.0,41.9,40.1,,,,,8.94
1986-09,2979.3,,,,,,,64.4,66,,,,,,,,42.8,,"3,368","2,797",,64.7,,,,,67.3,,42.8,42.9,40.6,,,,,9.16
1986-10,3038.89,,,,,,,64.9,66.4,,,,,,,,43.2,,"2,636","2,785",,64.7,,,,,69.1,,43.2,43.4,40.6,,,,,9.24
1986-11,3046.8,,,,,,,65.4,66.7,,,,,,,,43.8,,"3,223","3,008",,65.1,,,,,69.6,,43.8,44.1,41.0,,,,,8.95
1986-12,3066.18,,,,,,,65.5,66.8,,,,,,,,44,,"2,974","2,162",,65.2,,,,,70.5,,44.0,44.4,41.0,,,,,8.9
1987-01,3348.85,,,,,,,65.7,67,,,,,,,,44.4,,"3,283","3,028",,65.4,,,,,70.8,,44.4,44.8,41.1,,,,,8.51
1987-02,3498.93,,,,,,,66,67.3,,,,,,,,45.2,,"2,952","2,469",,65.8,,,,,71.5,,45.2,45.9,41.3,,,,,8.76
1987-03,3739.47,,,,,,,66.4,67.5,,,,,,,,46.6,,"4,530","2,537",,66.1,,,,,72.4,,46.6,47.3,42.7,,,,,8.59
1987-04,3716.74,,,,,,,66.8,67.9,,,,,,,,47.1,,"4,449","2,204",,66.3,,,,,74.3,,47.1,48.0,43.1,,,,,9.45
1987-05,3685.24,,,,,,,67.3,68.3,,,,,,,,47.5,,"4,965","2,472",,66.5,,,,,74.9,,47.5,48.3,43.5,,,,,9.76
1987-06,3740.19,,,,,,,67.6,68.5,,,,,,,,47.7,,"4,514","4,041",,66.8,,,,,75.3,,47.7,48.6,43.6,,,,,9.53
1987-07,4030.35,,,,,,,68.3,68.9,,,,,,,,48,,"4,477","4,370",,67.1,,,,,75.8,,48.0,48.8,43.9,,,,,10.04
1987-08,3993.6,,,,,,,68.3,69,,,,,,,,48.2,,"4,443","2,665",,67.4,,,,,76.1,,48.2,49.0,44.2,,,,,10.36
1987-09,3902.37,,,,,,,68.3,69,,,,,,,,48.7,,"4,097","3,387",,67.5,,,,,76.2,,48.7,49.2,45.4,,,,,11.18
1987-10,3019.27,,,,,,,68.3,69.2,,,,,,,,48.9,,"3,444","2,588",,67.9,,,,,76.9,,48.9,49.3,45.6,,,,,10.12
1987-11,2978.34,,,,,,,68.6,69.5,,,,,,,,49.1,,"3,432","3,431",,68.1,,,,,77.1,,49.1,49.5,45.9,,,,,10.43
1987-12,3160.05,,,,,,,68.6,69.6,,,,,,,,49.1,,"1,932","3,333",,68.4,,,,,77.2,,49.1,49.5,46.1,,,,,10.29
1988-01,3057.22,,,,,,,68.8,69.7,,,,,,,,49.3,,"2,509","3,146",,68.6,,,,,77.5,,49.3,49.7,46.4,,,,,9.66
1988-02,3204.83,,,,,,,69.1,70,,,,,,,,49.8,,"2,425","2,536",,68.8,,,,,77.2,,49.8,50.1,46.9,,,,,9.51
1988-03,3313.79,,,,,,,69.4,70.4,,,,,,,,50.3,,"2,613","2,440",,69,,,,,77.9,,50.3,50.6,47.4,,,,,10.05
1988-04,3339.77,,,,,,,69.8,70.6,,,,,,,,51.2,,"4,080","2,852",,69.4,,,,,78.6,,51.2,51.5,48.3,,,,,10.27
1988-05,3249.22,,,,,,,70.7,71,,,,,,,,51.9,,"5,724","2,965",,69.6,,,,,79.4,,51.9,52.1,49.3,,,,,10.24
1988-06,3441.48,,,,,,,71.1,71.2,,,,,,,,52.3,,"2,820","3,819",,69.9,"2,007",304,,,80.2,,52.3,52.4,50.3,,,,,9.99
1988-07,3376.73,,,,,,,71.4,71.6,,,,,,,,52.5,,"3,009","2,549",,70.2,"1,771",283,,,80.8,,52.5,52.5,50.6,,,,,10.22
1988-08,3285.82,,,,,,,71.7,71.7,,,,,,,,53,,"4,216","3,196",,70.9,"1,563",295,,,81.3,,53.0,53.0,50.9,,,,,10.47
1988-09,3283.71,,,,,,,71.7,71.8,,,,,,,,53.9,,"3,494","2,101",,71.3,"1,761",316,,,82.2,,53.9,53.8,52.3,,,,,10.21
1988-10,3395.52,,,,,,,72.2,72.2,,,,,,,,54.3,,"2,642","3,677",,71.9,"1,854",370,,,84.2,,54.3,54.1,52.8,,,,,9.89
1988-11,3294.68,,,,,,,72.6,72.3,,,,,,,,55,,"3,065","2,980",,72.1,"2,123",366,,,84.8,,55.0,54.4,54.3,,,,,10.05
1988-12,3389.99,,,,,,,72.7,72.3,,,,,,,,55.8,,"2,194","1,981",,72.5,"1,813",318,,,85.2,,55.8,54.6,56.2,,,,,10
1989-01,3616.64,,,,,,,73.1,72.7,,,,,,,,56.3,,"4,058","5,648","36,929",72.9,"1,850",306,,,85.9,,56.3,54.7,57.6,,,,,9.82
1989-02,3572.12,,,,,,,73.6,73.2,,,,,,,,57.7,,"2,410","2,868","36,453",73.1,"1,521",162,,,86.3,,57.7,55.6,60.3,,,,,10.19
1989-03,3578.22,,,,,,,74.1,73.6,,,,,,,,58.6,,"4,120","3,426","37,122",73.4,"1,673",140,,,87.4,,58.6,56.1,62.5,,,,,10.3
1989-04,3627.85,,,,,,,74.4,73.8,,,,,,,,59.1,,"3,384","3,320","37,176",73.9,"1,508",132,,,88.7,,59.1,56.4,63.4,,,,,10
1989-05,3707.44,,,,,,,75.1,74.6,,,,,,,,59.3,,"3,745","3,315","37,397",74.2,"1,316",137,,,89.1,,59.3,56.5,63.6,,,,,9.65
1989-06,3760.91,,,,,,,75.6,74.9,,,,,,,,59.6,,"2,783","3,150","37,030",74.6,"1,508",157,,,89.6,,59.6,56.9,64.0,,,,,9.42
1989-07,3970.8,,,,,,,76.1,75.4,,,,,,,,59.8,,"2,713","2,682","37,060",74.9,"1,541",147,,,90.4,,59.8,56.9,64.5,,,,,9.41
1989-08,4010.2,,,,,,,76.1,75.5,,,,,,,,59.8,,"1,767","3,574","35,244",75.3,"1,351",163,,,90.8,,59.8,56.9,64.7,,,,,9.36
1989-09,3943.1,,,,,,,76.2,75.6,,,,,,,,60.1,,"1,854","3,589","33,502",75.5,"1,611",309,,,91.0,,60.1,57.1,65.2,,,,,9.66
1989-10,3918.7,,,,,,,76.6,75.9,,,,,,,,60.4,,"2,408","2,578","33,204",75.7,"1,383",367,,,93.6,,60.4,57.4,65.5,,,,,9.28
1989-11,3942.8,,,,,,,76.9,76.1,,,,,,,,60.8,,"3,121","2,509","33,673",76,"1,210",492,,,93.6,,60.8,57.6,66.6,,,,,9.49
1989-12,3969.79,,,,,,,77,76.1,,,,,,,,61.1,,"2,821","2,738","33,770",76.1,"1,341",526,,,93.8,,61.1,57.9,67.0,,,,,9.37
1990-01,3704.5,,,,,,,77.4,76.7,,,,,,,,61.7,,"2,435","2,965","33,222",76.2,"1,079",543,,,94.8,,61.7,58.4,67.6,,,,,9.75
1990-02,3686.8,,,,,,,78,77.2,,,,,,,,61.8,,"1,532","2,148","32,608",76.5,"1,080",541,,,95.0,,61.8,58.4,68.0,,,,,10.34
1990-03,3639.6,,,,,,,78.2,77.5,,,,,,,,61.9,,"2,006","3,146","31,467",76.8,"1,012",624,,,95.0,,61.9,58.5,68.4,,,,,10.71
1990-04,3341,,,,,,,78.1,77.5,,,,,,,,61.8,,"1,840","3,031","30,143",77.1,961,775,,,95.4,,61.8,58.3,68.5,,,,,11.35
1990-05,3581.99,,,,,,,78.5,77.9,,,,,,,,61.5,,"1,984","2,581","29,379",77.2,629,"1,051",,,95.7,,61.5,57.9,68.6,,,,,10.75
1990-06,3544,,,,,,,78.9,78.2,,,,,,,,60.8,,816,"2,096","28,161",77.5,983,"1,060",,,95.4,,60.8,56.8,68.3,,,,,10.49
1990-07,3561.2,,,,,,,79.3,78.5,,,,,,,,60.4,,"2,329","2,315","28,172",77.7,873,973,,,94.8,,60.4,56.3,68.3,,,,,10.54
1990-08,3346.3,,,,,,,79.2,78.6,,,,,,,,59.8,,919,"1,125","27,963",78,941,974,,,94.6,,59.8,55.7,67.6,,,,,10.7
1990-09,3159.4,,,,,,,79.3,78.8,,,,,,,,59,,"1,504","1,978","27,488",78.2,"1,066","1,044",,,94.3,,59.0,55.0,66.6,,,,,11.49
1990-10,3081.26,,,,,,,80,79.5,,,,,,,,58.6,,"1,117","3,137","25,527",78.5,816,"1,070",,,95.4,,58.6,54.3,66.5,,,,,11.14
1990-11,3151.1,,,,,,,80.3,80,,,,,,,,58,,"1,175","1,797","24,917",78.8,763,"1,151",,,95.0,,58.0,53.6,66.1,,,,,10.65
1990-12,3256.8,,,,,,,80,79.9,,,,,,,,57.8,,"1,066","1,617","24,374",79,889,"1,092",,,94.1,,57.8,53.4,66.1,,,,,10.4
1991-01,3273,,,,,,,81.4,82,,,,,,,,56.9,,"1,012","3,859","21,526",79.1,"1,466",906,,,94.9,,56.9,52.6,65.1,,,,,10.15
1991-02,3462.37,,,,,,,81.4,82,,,,,,,,55.8,,657,"2,081","20,114",79.4,730,800,,,94.2,,55.8,51.7,63.6,,,,,9.88
1991-03,3495.7,,,,,,,81.7,82.3,,,,,,,,56,,677,"1,553","19,230",79.4,570,767,,,92.5,,56.0,52.0,63.8,,,,,9.79
1991-04,3468.9,,,,,,,81.7,82.3,,,,,,,,55.8,,"1,491","1,706","18,998",79.6,622,712,,,92.9,,55.8,51.7,63.9,,,,,9.88
1991-05,3546.2,,,,,,,82.3,82.7,,,,,,,,56.2,,"1,263","2,219","18,083",79.9,618,615,,,93.1,,56.2,52.4,64.0,,,,,9.83
1991-06,3465.82,,,,,,,82.8,83.1,,,,,,,,56.2,,"2,216","1,751","18,549",80,643,536,,,94.4,,56.2,52.4,64.0,,,,,10.23
1991-07,3539.64,,,,,,,82.9,83.2,,,,,,,,56.3,,"2,481","1,881","19,141",80.2,720,478,,,94.5,,56.3,52.4,64.3,,,,,10.08
1991-08,3517.89,,,,,,,82.9,83.3,,,,,,,,56.2,,"1,949","1,868","19,218",80.3,792,397,,,94.7,,56.2,52.3,64.2,,,,,9.89
1991-09,3387.88,,,,,,,82.5,83.1,,,,,,,,56.2,,"2,626","2,244","19,594",80.5,998,392,,,94.5,,56.2,52.3,64.2,,,,,9.53
1991-10,3515.76,,,,,,,82.3,83,,,,,,,,56.2,,"1,735","3,028","18,299",80.8,"1,266",380,,,95.3,,56.2,52.4,64.1,,,,,9.16
1991-11,3448.51,,,,,,,82.6,83.3,,,,,,,,55.9,,"1,702","1,776","18,216",80.8,"1,263",382,,,95.4,,55.9,52.1,63.9,,,,,9.16
1991-12,3512.36,,,,,,,82.3,82.9,,,,,,,,55.9,,"1,005","2,041","17,209",81.1,976,404,,,95.0,,55.9,52.1,64.0,,,,,9
1992-01,3596.12,,,,,,,82.3,83.3,,,,,,,,55.8,,784,"3,728","14,231",81.2,"1,004",429,,,94.7,,55.8,52.0,63.9,,,,,8.92
1992-02,3581.94,,,,,,,82.4,83.3,,,,,,,,55.8,,"1,331","1,902","13,660",81.4,796,474,,,94.5,,55.8,51.8,64.0,,,,,8.94
1992-03,3412.14,,,,,,,82.8,83.6,,,,,,,,55.9,,"1,300",992,"13,965",81.7,588,530,,,93.7,,55.9,51.9,64.3,,,,,9.16
1992-04,3355.56,,,,,,,82.7,83.7,,,,,,,,56,,"2,614",920,"15,456",81.7,550,566,,,93.4,,56.0,52.0,64.7,,,,,9.4
1992-05,3387.93,,,,,,,82.9,83.8,,,,,,,,56,,"2,679","1,815","16,187",81.8,649,555,,,93.6,,56.0,51.9,64.9,,,,,9.07
1992-06,3387.7,,,,,,,83.1,84,,,,,,,,56.2,,"1,542","1,735","15,944",82.1,920,602,,,93.2,,56.2,52.0,65.1,,,,,8.83
1992-07,3443.42,,,,,,,83.3,84.2,,,,,,,,56.3,,"2,892","1,319","17,502",82.2,653,519,,,93.1,,56.3,52.0,66.0,,,,,8.34
1992-08,3402.92,,,,,,,83.2,84.2,,,,,,,,56.3,,"1,481","2,755","16,219",82.3,928,609,,,92.9,,56.3,51.9,65.9,,,,,8.12
1992-09,3297.88,,,,,,,82.9,84.2,,,,,,,,56.2,,"1,920","1,814","16,315",82.6,"1,434",535,,,92.2,,56.2,51.7,66.0,,,,,8.33
1992-10,3336.12,,,,,,,83.1,84.3,,,,,,,,56.3,,"1,183","2,062","15,304",82.7,"1,083",510,,,93.4,,56.3,51.7,66.4,,,,,8.21
1992-11,3282.83,,,,,,,83.5,84.7,,,,,,,,56.3,,"1,620","1,331","15,711",82.9,874,488,,,93.3,,56.3,52.0,66.3,,,,,8.5
1992-12,3350.44,,,,,,,83.4,84.7,,,,,,,,56.3,,"1,424","2,029","15,111",83,800,525,,,93.8,,56.3,51.9,66.4,,,,,8.36
1993-01,3305.47,,,,,,,83.6,85,,,,,,,,56.2,,647,"1,541","14,229",83.1,"1,051",466,,,93.6,,56.2,51.8,66.4,,,,,8.51
1993-02,3451.69,,,,,,,84.2,85.3,,,,,,,,56.4,,"1,042","1,281","13,999",83.3,741,459,,,93.4,,56.4,52.0,66.6,,,,,8.13
1993-03,3602.44,,,,,,,84.2,85.2,,,,,,,,56.7,,"1,364","1,412","13,945",83.5,678,449,,,93.0,,56.7,52.3,67.0,,,,,8.18
1993-04,3789.41,,,,,,,83.9,85.2,,,,,,,,57,,"1,471","1,123","14,227",83.6,730,423,,,92.7,,57.0,52.6,67.2,,,,,8.15
1993-05,3882.68,,,,,,,83.9,85.4,,,,,,,,56.8,,"1,831","1,186","15,023",83.7,735,402,,,92.0,,56.8,52.2,67.4,,,,,8.17
1993-06,3966.37,,,,,,,84.1,85.4,,,,,,,,56.9,,985,966,"15,014",84,735,381,,,92.0,,56.9,52.4,67.6,,,,,8.01
1993-07,3967.23,,,,,,,84.4,85.6,,,,,,,,57,,"1,307","3,251","13,141",84.1,818,384,,,92.2,,57.0,52.3,67.8,,,,,7.85
1993-08,4137.55,,,,,,,84.4,85.7,,,,,,,,57.1,,982,"2,835","11,294",84.3,"1,082",375,,,91.7,,57.1,52.5,67.8,,,,,7.47
1993-09,3990.61,,,,,,,84.5,85.7,,,,,,,,57.1,,"1,289","2,094","10,500",84.5,884,412,,,92.1,,57.1,52.6,67.8,,,,,7.57
1993-10,4255.54,,,,,,,84.7,85.9,,,,,,,,57,,"1,534","1,480","10,562",84.7,858,427,,,92.8,,57.0,52.5,67.7,,,,,7.41
1993-11,4180.21,,,,,,,84.8,86.3,,,,,,,,57,,"2,085","1,150","11,500",84.9,722,470,,,92.3,,57.0,52.5,67.7,,,,,7.56
1993-12,4321.43,,,,,,,84.8,86.1,,,,,,,,56.9,,"1,100","1,508","11,076",85.2,670,447,,,92.2,,56.9,52.4,67.7,,,,,7.28
1994-01,4554.85,,,,,,,84.7,86.1,,,,,,,,57,,662,"1,396","10,352",85.2,796,478,,,91.7,,57.0,52.4,67.8,,,,,7.16
1994-02,4423.84,,,,,,,84.3,85.4,,,,,,,,56.9,,876,806,"10,417",85.4,560,455,,,91.5,,56.9,52.4,67.6,,,,,7.53
1994-03,4329.62,,,,,,,84.1,85.4,,,,,,,,56.9,,"1,004","1,150","10,268",85.4,546,441,,,91.0,,56.9,52.3,67.7,,,,,8.33
1994-04,4267.12,,,,,,,84.1,85.4,,,,,,,,56.9,,"1,850","1,030","11,087",85.5,548,473,,,90.3,,56.9,52.4,67.7,,,,,8.22
1994-05,4326.77,,,,,,,83.9,85.2,,,,,,,,56.9,,"1,341","1,143","11,275",85.6,714,518,,,90.5,,56.9,52.3,67.8,,,,,8.58
1994-06,4025.25,,,,,,,83.9,85.4,,,,,,,,57,,"1,608","1,098","11,782",85.7,670,433,,,90.7,,57.0,52.4,67.8,,,,,9.27
1994-07,4178.97,,,,,,,84.4,85.7,,,,,,,,56.9,,"2,121","1,646","12,258",85.8,"1,052",368,,,90.7,,56.9,52.3,67.8,,,,,9.46
1994-08,4349.5,,,,,,,84.5,85.8,,,,,,,,57,,"1,819","1,465","12,611",86,831,402,,,91.0,,57.0,52.4,67.8,,,,,8.87
1994-09,4354.18,,,,,,,84.5,85.9,,,,,,,,57,,"2,050","1,817","12,849",86.1,"1,155",387,,,91.2,,57.0,52.4,67.8,,,,,9.07
1994-10,4291.65,,,,,,,84.3,85.7,,,,,,,,56.9,,"2,425","2,348","12,932",86.3,"1,103",496,,,91.3,,56.9,52.4,67.8,,,,,9.36
1994-11,4093.41,,,,,,,84.8,86.2,,,,,,,,56.8,,"1,776","2,047","12,662",86.5,"1,273",492,,,91.3,,56.8,52.3,67.7,,,,,9.26
1994-12,4213.61,,,,,,,85.1,86.3,,,,,,,,56.8,,911,"1,429","12,143",86.6,"1,251",483,,,91.3,,56.8,52.3,67.6,,,,,9.13
1995-01,4017.48,,,,,,,85.7,86.6,,,,,,,,56.8,,954,"1,932","11,168",86.8,867,458,,,91.7,,56.8,52.3,67.6,,,,,9.4
1995-02,4124.81,,,,,,,86,87,,,,,,,,56.7,,"1,179","1,119","11,222",86.9,574,537,,,92.0,,56.7,52.2,67.4,,,,,8.87
1995-03,4313.61,,,,,,,86.1,87.2,,,,,,,,56.6,,"1,302",919,"11,609",87,734,556,,,92.2,,56.6,52.2,67.4,,,,,8.76
1995-04,4279.47,,,,,,,86.2,87.5,,,,,,,,56.5,,"1,553","1,457","11,699",87.1,676,560,,,92.4,,56.5,52.1,67.4,,,,,8.52
1995-05,4448.64,,,,,,,86.6,87.7,,,,,,,,56.4,,"1,102","1,193","11,611",87.4,665,550,,,92.8,,56.4,52.0,67.2,,,,,8.26
1995-06,4527.15,,,,,,,86.7,87.7,,,,,,,,56.3,,"1,623","1,298","11,935",87.5,786,576,,,92.8,,56.3,51.8,67.0,,,,,8.19
1995-07,4615.05,,,,,,,86.7,87.9,,,,,,,,56.2,,912,"1,375","11,472",87.5,845,585,,,92.6,,56.2,51.8,66.9,,,,,8.66
1995-08,4516.7,,,,,,,86.5,87.7,,,,,,,,56.2,,"1,396","1,831","11,036",87.7,936,601,,,92.6,,56.2,51.8,67.0,,,,,8.41
1995-09,4529.75,,,,,,,86.8,87.8,,,,,,,,56.2,,"1,443","1,554","10,925",87.8,836,635,,,92.4,,56.2,51.7,66.9,,,,,8.27
1995-10,4459.16,,,,,,,86.7,87.7,,,,,,,,55.9,,"1,022","1,301","10,646",87.8,833,646,,,92.7,,55.9,51.4,66.6,,,,,8.28
1995-11,4661.18,,,,,,,86.8,88,,,,,,,,55.6,,"1,968",843,"11,770",87.9,524,625,,,92.6,,55.6,51.3,66.4,,,,,7.63
1995-12,4713.54,,,,,,,86.7,87.8,,,,,,,,55.7,,"1,871","1,013","12,629",88,653,674,,,92.4,,55.7,51.3,66.4,,,,,7.63
1996-01,4968.43,,,,,,,86.9,88,,,,,,,,55.6,,"1,038","1,282","12,385",88.1,660,679,,,92.4,,55.6,51.3,66.4,,,,,7.64
1996-02,4933.72,,,,,,,87.2,88.1,,,,,,,,55.4,,816,"1,376","11,813",88.2,602,668,,,92.4,,55.4,51.0,66.4,,,,,8.08
