DATE,TSX,RETAIL,POP,LFC,PTM,UNEMP,EI,CPIT,CPIC,AHPI,VHPI,CHPI,MHPI,THPI,THPIH,THPIA,NEWHL,STLP,NHSTRT,NHCMPL,HSTRT,RENT,ABS,UABS,ALOAN,DELR,OWN,RETAILC,CNEWHL,CNEWH,CNEWL,AVGPT,AVGPG,DMKT,INV,BONDS
2016-04,13951.45,"6,715,484","5,054.00",3360.4,551.2,243.0,53280,130.7,128.3,198.8,163.1,190.7,153,202.2,208.7,173.3,97.7,1.036,"3,100","1,725","66,064",119.4,986,259,"361,852",0.14,140.4,45462781,97.7,97.6,98.1,767,748,11,0.73,2.06
2016-05,14065.78,"6,790,158","5,061.30",3399.8,558.5,252.0,45910,131.2,128.8,202.6,165.5,190.5,153.7,206.9,213.8,175.1,98.5,1.041,"2,921","3,514","65,469",119.4,888,256,"373,779",0.14,140.9,45168072,98.5,98.5,98.5,783,760,12,0.77,2.01
2016-06,14064.54,"6,818,771","5,069.20",3432.4,564.3,240.7,43670,131.5,129.1,206.1,167.8,190.4,154.8,211.6,218.8,177.7,98.6,1.039,"4,048","1,622","67,888",119.6,850,270,"385,706",0.13,142.3,45622380,98.6,98.5,98.6,777,755,11,0.72,1.76
2016-07,14582.74,"6,941,550","5,077.30",3447.1,544.9,239.7,49550,131.4,128.9,209.2,169.9,190.7,155.3,215.9,224.1,180.3,99,1.027,"3,499","2,303","68,956",119.7,690,271,"397,633",0.13,142.9,45436118,99.0,99.0,98.7,692,716,13,0.93,1.69
2016-08,14597.95,"6,813,861","5,085.90",3452.8,520.7,245.8,67330,131.1,128.7,211.4,173.2,190.8,154.7,220.1,228.8,184.1,99.1,1.025,"3,546","3,145","69,048",119.8,720,257,"399,006",0.13,143.6,45622198,99.1,99.3,98.7,681,718,15,0.95,1.63
2016-09,14725.86,"6,992,201","5,094.20",3429.6,517.2,253.5,43700,131.7,128.8,213.2,174.6,190.8,156,223.6,232.7,186.2,99.3,1.034,"2,569","3,311","68,306",119.9,693,269,"400,379",0.12,144.0,46192583,99.3,99.3,99.0,767,765,12,1.01,1.64
2016-10,14787.27,"7,037,549","5,102.20",3397.4,536.2,242.9,41340,132,129.1,214.4,178,190.9,157.1,227,236.5,188.8,99.7,1.031,"4,204","3,518","69,069",120,935,265,"401,752",0.12,145.1,46481059,99.7,99.8,99.5,771,770,12,0.96,1.82
2016-11,15082.85,"7,025,343","5,109.10",3359.0,563.9,219.3,40110,131.7,128.6,215.9,179.4,191.1,158.2,229.9,239.4,193,99.9,1.024,"2,743","3,197","68,618",120.1,842,254,"404,349",0.12,146.2,46758993,99.9,99.9,100.0,792,782,14,0.83,2.16
2016-12,15287.59,"7,105,033","5,115.60",3357.1,576.2,212.0,44190,131.5,128.4,217.3,183.2,191.4,160.3,232.9,242.2,196.2,100,1.016,"2,985","2,673","68,918",120.2,971,301,"406,945",0.11,146.3,47286384,100.0,100.0,100.0,712,736,19,0.87,2.34
2017-01,15385.96,"7,294,697","5,122.50",3367.4,585.5,220.5,58000,132.1,129.5,220.4,183.7,191.9,159.6,238.7,248.4,201.7,100.1,1.042,"4,010","4,419","68,515",120.2,"1,172",322,"409,542",0.11,146.5,48568234,100.1,99.9,100.4,728,774,18,1.11,2.45
2017-02,15399.24,"7,369,975","5,129.30",3379.5,595.1,231.1,58170,132.5,129.7,225.3,185.2,192.7,158.8,248.9,259.3,207.7,100.5,1.09,"2,541","4,022","67,064",120.3,"1,124",327,"412,754",0.11,146.4,48022072,100.5,100.2,100.9,855,883,12,0.8,2.42
2017-03,15547.75,"7,511,845","5,136.40",3388.7,599.3,239.2,63630,133,129.9,231,187.2,193.5,160.7,260.1,270.7,219.5,100.7,1.127,"3,844","3,200","67,698",120.5,"1,089",321,"415,967",0.10,147.0,48131622,100.7,100.4,101.3,898,921,9,0.76,2.28
2017-04,15586.13,"7,697,169","5,143.10",3398.1,601.4,226.6,50740,133.6,130.4,233.5,189.7,194.3,161.8,262.6,272.4,228.5,101.5,1.114,"3,267","3,177","67,770",120.7,"1,018",331,"419,179",0.10,147.1,48989825,101.5,101.2,102.3,942,925,8,1.19,2.16
2017-05,15349.91,"7,597,812","5,150.90",3446.5,593.3,236.0,41420,133.7,130.5,232.7,192.8,195.1,163,258,268,230.7,102.2,1.056,"1,947","2,201","67,537",120.7,888,318,"426,999",0.10,148.5,48892363,102.2,101.7,103.1,898,868,10,1.9,2.05
2017-06,15182.19,"7,447,284","5,159.00",3481.6,594.7,234.3,38980,134.2,130.4,231,196.4,195.8,163.6,251.7,261.5,230,102.4,1.01,"3,167","2,627","68,074",120.8,"1,209",333,"434,819",0.09,149.2,48931942,102.4,102.1,103.1,825,797,14,2.47,2.06
2017-07,15143.87,"7,467,913","5,167.80",3518.8,578.5,251.1,60850,134,130.4,228.9,198.6,195.6,164.8,245.8,254.4,229.1,102.8,0.99,"3,792","2,226","69,638",120.9,"1,208",295,"442,639",0.09,149.2,49015122,102.8,102.7,103.3,764,751,22,3.34,2.35
2017-08,15211.87,"7,701,903","5,177.30",3510.2,578.2,243.7,63310,133.8,130.5,228,200.5,195.8,167.1,241.9,250.5,229.6,102.9,0.984,"4,612","3,522","70,442",120.9,"1,009",312,"436,153",0.09,149.2,49071782,102.9,102.8,103.3,728,736,24,2.52,2.27
2017-09,15634.94,"7,515,038","5,187.00",3492.9,570.0,236.4,38670,134.4,130.8,228,202.4,195.8,166.3,240.6,248.7,231.1,103.1,0.986,"2,980","3,612","69,794",121.1,"1,318",349,"429,666",0.09,149.4,49008765,103.1,102.9,103.6,806,777,21,2.75,2.49
2017-10,16025.59,"7,643,715","5,196.50",3473.6,576.5,215.9,36270,134.3,130.9,228.4,204.7,195.3,168.2,240,247.7,233.8,103.2,0.986,"2,438","2,988","69,239",121.2,"1,092",348,"423,180",0.09,150.5,50410330,103.2,103.1,103.6,820,786,19,2.31,2.38
2017-11,16067.48,"7,677,821","5,205.00",3465.0,583.2,203.5,36000,134.6,131.3,229.1,206.9,195.5,168.7,239.8,247.5,235.3,103.3,0.989,"3,900","2,227","70,941",121.5,966,373,"417,544",0.09,150.7,50053362,103.3,103.2,103.6,801,763,21,2.27,2.23
2017-12,16209.13,"7,584,212","5,213.50",3489.0,602.7,201.4,39420,134,130.8,229.5,209.1,195.5,169.9,239,246.1,237.1,103.3,0.985,"2,240","2,911","70,349",121.7,"1,068",329,"411,908",0.09,151.0,50077941,103.3,103.2,103.7,742,738,25,2.64,2.2
2018-01,15951.67,"7,632,376","5,223.20",3487.7,606.8,200.8,54820,135.3,131.7,229,211.2,196,169.7,237.8,244.7,238.9,103.3,0.982,"3,148","3,346","70,111",122,859,306,"406,272",0.09,151.3,50061338,103.3,103.2,103.7,769,744,32,3.13,2.36
2018-02,15442.68,"7,609,114","5,232.80",3477.5,610.3,197.6,52250,136,132.5,227.8,214.6,196.5,170.7,235.6,241.9,239.7,103.1,0.992,"5,677","3,721","72,056",122.2,858,281,"403,627",0.09,151.5,49796692,103.1,102.9,103.8,803,770,23,2.5,2.37
2018-03,15367.29,"7,748,571","5,242.50",3457.1,594.3,197.6,57510,136.7,132.9,226.8,216.7,196.8,170.9,235,240.9,241.5,103.1,0.997,"2,877","2,551","72,344",122.4,893,276,"400,983",0.10,151.1,49781124,103.1,102.9,103.7,819,789,17,1.9,2.25
2018-04,15607.88,"7,556,575","5,252.00",3459.2,580.9,198.1,42730,136.8,133.3,226.1,218.3,196.5,171.3,235.1,240.6,243.6,103.1,0.998,"2,158","3,107","71,386",122.6,"1,009",276,"398,338",0.10,151.1,49972651,103.1,102.7,103.7,866,809,16,1.99,2.47
2018-05,16061.5,"7,661,466","5,262.00",3495.8,550.8,215.8,36280,136.7,133.4,225.7,218,195.9,172.4,235.4,241.6,244.9,103.1,0.998,"2,075","4,474","68,626",122.9,924,313,"404,850",0.10,151.3,51326860,103.1,102.7,103.8,865,812,15,2.21,2.28
2018-06,16277.73,"7,941,207","5,272.30",3538.2,533.7,225.6,34130,137.5,133.6,225.6,219.5,195.7,172.5,236.8,243.2,246.9,103.2,0.994,"4,716","2,637","70,709",123.1,881,257,"411,363",0.10,151.6,51112207,103.2,103.0,103.9,870,812,17,2.21,2.16
2018-07,16434.01,"7,755,122","5,282.90",3582.5,533.0,237.5,56480,138,134.3,225.5,220.5,194.8,174.2,238.1,244.4,249.7,103.3,0.988,"3,363","2,762","71,377",123.2,727,289,"417,875",0.10,151.8,50769994,103.3,103.1,103.9,823,788,22,2.64,2.3
2018-08,16262.88,"7,907,297","5,293.80",3583.9,531.0,240.0,60340,137.9,134.2,225.3,221.9,194,176.3,238.8,244.9,251.5,103.3,0.985,"2,494","1,997","71,170",123.5,884,287,"414,334",0.10,152.3,51034086,103.3,103.0,103.9,783,768,24,2.58,2.32
2018-09,16073.14,"7,925,529","5,304.40",3545.3,539.6,232.6,33130,137.4,133.7,224.9,223.5,193.1,177.2,240.1,246.2,254.6,103.3,0.992,"3,570","3,464","71,276",123.6,690,307,"410,792",0.10,152.6,51231312,103.3,102.9,104.0,864,801,20,2.84,2.42
2018-10,15027.28,"8,130,813","5,313.80",3516.9,550.5,223.5,31170,137.9,134.1,224.7,224.4,193.6,177,240.6,246.7,256.5,103.3,0.991,"3,719","3,129","71,484",123.9,832,304,"407,251",0.10,153.6,51406344,103.3,102.9,104.0,872,814,18,2.14,2.52
2018-11,15197.82,"7,918,238","5,322.90",3496.8,583.9,201.4,31830,137.4,133.5,223.3,225.6,193.5,178.4,239.8,245.9,256.9,103.3,0.988,"4,116","3,221","72,363",124,697,337,"391,517",0.10,153.7,50544898,103.3,102.9,104.1,838,791,22,2.55,2.41
2018-12,14322.86,"7,844,199","5,331.80",3510.7,609.4,190.1,36420,137.5,133.4,222.2,224.8,192.7,178.4,238.7,244.2,260,103.3,0.982,"3,194","3,341","72,175",124.1,878,344,"375,782",0.09,154.1,50862401,103.3,102.9,104.1,762,753,27,3.11,2.15
2019-01,15540.6,"7,828,326","5,341.40",3512.6,627.4,194.9,48220,137.7,133.6,219.7,224.5,191.5,179.4,236.1,241.6,256.8,103.2,0.984,"3,185","2,744","72,594",126.1,855,329,"360,048",0.09,154.4,50435197,103.2,102.8,104.1,776,753,32,3.44,2.17
2019-02,15999.01,"7,825,800","5,350.20",3531.5,637.9,206.2,49660,138.6,134.5,217,222.7,190.3,179.5,234.2,239.8,255.9,103.2,0.992,"1,586","2,051","72,117",127.8,775,312,"362,004",0.09,154.6,50488957,103.2,102.8,104.1,841,783,22,2.64,2.16
2019-03,16102.09,"7,958,779","5,359.00",3555.3,629.6,230.0,56140,139.5,135.4,215.4,222.3,189.3,179.1,234,239.8,255.2,103.2,0.995,"2,620","2,076","72,662",128.1,402,332,"363,960",0.10,154.9,51132105,103.2,102.8,104.1,827,790,18,2.12,1.84
2019-04,16580.73,"8,214,316","5,368.00",3584.4,626.6,233.4,41370,139.8,136,215.2,222.7,189.3,180,235,241.1,256.8,103.2,0.999,"3,154","3,068","72,749",128.1,444,350,"365,916",0.10,155.4,51429477,103.2,102.6,104.1,902,825,15,1.95,1.99
2019-05,16037.49,"8,296,150","5,377.90",3615.8,598.0,233.9,35940,140.3,136.6,215.6,222.9,189.2,180.8,237.4,243.2,260,103.1,1,"1,738","2,669","71,779",126.7,979,459,"377,140",0.10,155.6,51851109,103.1,102.5,104.2,935,842,16,1.81,1.82
2019-06,16382.2,"8,192,023","5,388.40",3640.8,588.8,222.9,34240,140.3,136.3,216.6,223.5,189.1,183.1,239.8,245.2,263.9,103,0.997,"3,015","1,255","73,290",127.5,505,506,"388,364",0.10,155.5,51506218,103.0,102.4,104.2,914,835,17,1.98,1.73
2019-07,16406.56,"8,221,077","5,399.70",3679.3,563.4,229.0,57950,141.2,137,217.8,224.9,189,184.3,242.1,248.1,267.1,102.9,0.994,"2,771","4,821","71,021",129.4,437,567,"399,588",0.10,155.7,51781731,102.9,102.2,104.1,841,809,20,2.07,1.7
2019-08,16442.07,"8,103,839","5,410.80",3697.6,549.8,241.3,59390,140.9,136.8,218.9,225.5,189.4,184.8,244,250,269.9,103,0.992,"3,131","1,837","72,311",130.1,454,580,"399,816",0.10,155.2,51713108,103.0,102.3,104.2,816,795,25,2.3,1.37
2019-09,16658.63,"8,254,679","5,422.30",3695.4,550.9,233.4,34870,139.7,136.2,220.2,227.2,190,188.8,245.8,251.7,272.4,103.2,0.999,"2,749","1,250","73,711",128.6,451,574,"400,043",0.10,155.1,51642033,103.2,102.6,104.2,910,845,17,2.14,1.57
2019-10,16483.16,"8,008,961","5,432.50",3652.5,563.4,212.4,34410,140.3,136.6,221.5,227.6,190,190.8,247.6,253.4,274.3,103.3,1,"2,662",952,"75,404",130.8,346,561,"400,271",0.10,156.7,50948741,103.3,102.7,104.2,925,856,18,1.75,1.6
2019-11,17040.2,"8,244,764","5,442.20",3623.4,585.9,185.7,35830,139.9,136.4,222.6,228.9,189.6,191.3,249.1,254.1,278.8,103.2,0.998,"2,037","2,122","75,179",129.1,384,567,"399,160",0.10,157.0,51270831,103.2,102.5,104.3,910,848,21,1.65,1.58
2019-12,17063.43,"8,528,990","5,450.30",3618.2,580.8,175.0,41110,140.1,136.4,223.4,229.7,190,193,250.1,254.9,281.9,103.4,0.994,"1,814","2,565","74,451",129.3,383,567,"398,048",0.10,157.3,52344902,103.4,102.8,104.4,885,839,29,1.71,1.67
2020-01,17318.49,"8,463,214","5,457.90",3637.9,590.6,175.5,52590,139.9,136.8,224.1,231,189.6,195.6,251.1,254.5,285.9,103.4,1.007,"2,518","2,803","74,165",128.6,347,566,"396,937",0.10,157.5,51930547,103.4,102.6,104.8,884,841,27,1.96,1.45
2020-02,16263.05,"8,663,271","5,465.00",3642.3,595.9,183.2,51010,140.5,137.4,224.8,229.8,188.8,197.7,253.3,256.7,289.5,103.8,1.033,"2,406","2,362","74,197",130.2,338,539,"406,026",0.10,157.3,52136503,103.8,103.1,105.0,986,915,17,1.38,1.35
2020-03,13378.75,"7,562,750","5,472.60",3589.9,574.6,227.5,68520,140.1,136.6,224.6,228.5,187.3,199.2,255,258.1,290.7,104.1,1.041,"1,916","2,370","73,728",131.6,276,566,"415,114",0.10,157.8,46059539,104.1,103.5,105.1,987,907,12,1.42,1.36
2020-04,14780.74,"5,205,611","5,479.40",3466.7,506.3,298.6,64690,139.8,135.7,221.7,228.1,185.1,197.8,251.3,254.6,287.6,104.1,0.992,"5,062","2,069","76,537",131.2,372,532,"424,203",0.10,158.2,35195868,104.1,103.5,105.1,883,827,15,3.08,1.15
2020-05,15192.83,"5,833,895","5,485.50",3394.9,426.5,421.7,50890,139.7,136.1,223.5,228.8,184.3,197.4,255.1,258.9,286.7,104.2,0.992,"2,558","2,942","76,183",129.3,397,547,"430,270",0.10,158.0,43643147,104.2,103.6,105.1,953,869,20,2.47,1.1
2020-06,15515.22,"7,932,465","5,491.30",3431.3,414.2,495.6,34960,140.7,137.2,227.5,231.6,183.8,200.3,260.1,264.7,285.7,104.3,1.007,"3,470","1,974","77,667",130.6,451,557,"436,337",0.11,158.0,53418795,104.3,103.7,105.2,1000,941,14,1.57,1.02
2020-07,16169.2,"7,909,247","5,497.90",3570.5,446.8,552.6,28460,140.6,137.2,233.2,235,186.3,206.3,267.5,272.2,289.8,104.7,1.014,"4,121","2,939","78,820",128.4,378,532,"442,404",0.11,157.9,53426106,104.7,103.9,105.9,1000,949,15,1.25,0.95
2020-08,16514.44,"7,825,036","5,505.00",3682.5,498.3,532.0,21140,140.4,137,238.6,239.3,188.4,210.9,273.6,279.2,291.7,105.2,1.02,"5,243","2,622","81,432",131.3,349,544,"449,382",0.10,157.8,53254868,105.2,104.6,106.3,1000,958,14,1.47,1.12
2020-09,16121.38,"8,338,848","5,512.20",3735.3,535.5,497.7,13230,140,136.9,242.4,244.3,190.8,214.1,276,281.3,291.8,106.5,1.023,"2,791","3,390","80,824",130.5,450,511,"456,361",0.10,158.1,54870019,106.5,106.1,106.8,1000,972,13,1.59,1.11
2020-10,15580.64,"7,809,893","5,519.20",3756.3,564.9,433.3,208050,140.8,137.5,245.1,249.7,192.9,217.4,276.9,282.4,290.1,107.3,1.018,"3,001","2,490","81,334",131.1,474,482,"463,339",0.09,159.6,55517491,107.3,107.3,107.4,1000,978,14,1.38,1.17
2020-11,17190.25,"8,276,955","5,526.10",3751.5,585.4,381.3,213980,140.7,137.7,248.5,255.5,195.3,220.8,279.4,285.5,288.9,107.9,1.015,"2,913","2,771","81,457",129.1,603,504,"462,018",0.09,159.9,55562005,107.9,108.0,107.8,982,962,18,1.43,1.22
2020-12,17433.36,"7,659,735","5,531.50",3747.0,583.0,374.7,234470,140.5,137.4,252.2,261.8,196.3,224.3,282.3,288.8,289.7,108.2,1.016,"2,588","2,109","81,942",128.7,647,474,"460,697",0.10,159.7,53315486,108.2,108.3,108.0,900,938,24,1.06,1.24
2021-01,17337.02,"7,767,445",5536.1,3714.8,549.6,396.7,271730,141,138.2,257.5,268.4,197.3,224.8,288.5,297,290.2,109,1.036,"2,911","1,300",83561,129.8,572,483,"459,376",0.1,159.7,52260090,109.0,109.3,108.4,871,975,22,1.29,1.45
2021-02,18060.26,"7,690,688",5540.8,3679.2,514.0,411.5,285480,141.7,138.9,264.1,277.2,198.1,230.4,294.9,304.1,291.9,111.1,1.078,"1,605","3,686",81069,129.6,591,448,"475,707",0.10,160.0,55786774,111.1,111.0,110.1,999,1100,13,0.96,1.88
2021-03,18700.67,"8,613,845",5545.8,3638.4,501.4,386.6,266740,142.5,139.6,270.9,288.5,201.1,239.2,300.4,309.6,297.1,112.3,1.127294324,"5,109","5,158",80927,131.7,426,428,"492,037",0.09,160.4,58522542,112.3,112.4,110.7,1100,1100,10,0.81,1.97
2021-04,19108.33,7847376,5551.1,3624.0,505.0,358.8,287960,143.1,140.3,275.9,298.1,203.9,244.4,304.7,313.5,302.7,114.4,1.118618996,"2,802","2,822",80907,130.7,476,453,508368,0.09,161.1,55624348,114.4,114.3,112.9,1100,1100,9,0.99,2.07
2021-05,19730.99,7515068,5555.3,3643.5,503.8,364.9,274780,143.7,141.0,280.6,305.4,206,248.4,310.2,318.4,307.5,114.8,1.101362079,2656,5026,78490,131.0,521,409,"520,907",0.09,162.1,54540124,116.0,116.6,113.4,1100,1100,10,1.12,2.04
2021-06,20165.58,8345795,5559.1,3696.7,495.8,385.2,255900,144.2,141.4,285.2,310.8,208,250.6,316.1,324.5,313.2,114.9,1.081764286,3130,3392,78346,132.0,423,397,"533,445",0.08,163.3,56792174,116.7,117.9,112.9,1100,1100,12,1.16,1.84
2021-07,20287.8,8616744,5563.6,3762.5,502.2,390.1,263240,144.6,142.3,288.6,316.3,209.1,251,321.5,330.5,315.7,115.1,1.065877732,4055,2821,79009,131.2,364,389,545984,0.08,163.6,56785108,117.2,118.6,113.0,1000,1100,14,1.18,1.73
2021-08,20582.94,9017301,5569.7,3827.2,542.0,380.0,247940,145.0,142.6,293,325,209.7,252.6,326.9,336.1,319.8,116.1,1.065568266,4029,2433,80623,131.0,505,369,"539,362",0.08,163.8,57699143,118.0,119.5,113.5,998,1100,17,1.23,1.82
2021-09,20070.25,8675773,5576.7,3846.2,567.7,359.7,171980,145.3,142.9,299.5,330.1,210.6,255,337.6,348.5,328.7,116.1,1.108774534,4612,2201,83033,132.5,443,367,"532,740",0.07,164.6,57201326,118.5,120.1,113.8,1100,1100,13,1.21,1.98
2021-10,21037.07,8861917,5584.0,3846.1,608.4,327.4,77160,146.5,143.9,308.2,339.6,212.6,259.6,352.4,364.7,343.6,117.5,1.08881762,2644,1949,83728,133.9,666,345,526118,0.07,165.3,58218955,119.6,121.4,114.4,1100,1200,12,0.81,1.92
2021-11,20659.99,9110651,5591.1,3831.9,633.7,284.0,72740,146.8,144.2,316.5,348.3,214.9,264,364.8,378.6,355.3,119.2,1.130803661,5940,2577,87107,132.7,431,422,"530,261",0.07,166.2,58750669,120.5,122.4,115.1,1100,1200,13,0.8,2.07
2021-12,21222.84,9058401,5599.6,3845.7,660.1,258.6,68670,147.1,144.0,323.7,357.7,217.6,268.1,374.5,389,363.3,119.2,1.125542492,2405,3358,86163,133.7,391,400,"534,404",0.06,167.9,57919779,120.8,122.9,115.2,1000,1200,16,0.67,1.76
2022-01,21098.29,9543254,5608.4,3841.8,642.9,277.3,80580,148.3,145.3,338.3,367,222.9,278.1,391.9,407.5,376.1,119.2,1.168851694,1643,2203,85605,134.5,456,356,538547,0.06,168.6,59986831,121.9,124.3,115.5,1100,1200,14,1.07,2.07
2022-02,21126.36,9782020,5618.0,3824.8,630.3,273.0,71320,149.8,146.8,347.4,376.2,232.4,279.4,403.6,418.7,390.9,120.0,1.201435757,5115,2952,87774,137.1,690,345,"544,658",0.06,169.1,60182697,123.2,126.0,116.1,1200,1300,9,0.97,2.23
2022-03,21890.16,9975824,5626.7,3792.8,619.6,269.3,73150,151.7,148.9,346,380.2,234.4,281.3,401.7,415.2,401,120.8,1.157657577,3163,3273,87656,137.9,514,320,"550,770",0.06,172.1,60483175,124.7,127.9,116.5,1200,1300,9,0.99,2.41
2022-04,20762,10012790,5634.6,3790.3,627.8,236.7,54910,152.6,149.8,339.7,384.2,237,282.8,391.9,404.4,399,120.8,1.088306006,2042,2064,87516,137.2,681,317,556881,0.06,174.0,60872720,125.1,128.6,116.7,1200,1300,11,1.4,2.79
2022-05,20729.34,9924526,5641.9,3806.8,612.4,238.9,46110,154.4,151.9,333.6,378.3,236.6,284.6,382,393.4,394.7,120.8,1.067114675,3311,1747,89041,139.1,568,317,"560,403",0.06,173.9,62190676,125.7,129.4,116.8,1200,1200,11,1.89,2.76
2022-06,18861.36,10559612,5648.9,3839.5,586.8,240.0,39980,154.9,152.9,325.5,373,236,282,370.5,381.3,385.7,120.8,1.014805446,4246,2139,91148,138.2,402,343,"563,926",0.06,173.9,62641072,125.9,129.6,117.0,1200,1200,12,2.18,3.21
2022-07,19692.92,9566078,5655.8,3863.6,566.6,241.9,64270,155.4,153.1,318.7,368,235.3,277.2,361.5,370.8,381.3,120.8,0.9831823769,3415,3453,91102,138.9,454,418,567448,0.06,173.3,61229439,126.0,129.6,117.2,1000,1100,17,2.94,2.83
2022-08,19330.81,9609805,5663.1,3874.7,556.4,250.5,64360,154.8,152.6,313.1,360.8,234.6,273.9,355.6,364.1,378.2,120.8,1.01093537,4535,2824,92785,137.5,393,374,"546,470",0.06,173.2,61436871,126.1,129.8,117.2,1000,1100,20,2.48,3.02
2022-09,18444.22,9720293,5670.8,3835.5,557.3,249.1,38530,154.9,152.7,309.6,354.9,234.8,270.1,352.7,362.2,374.1,120.8,0.994741118,5430,2082,96133,139.2,453,397,"525,493",0.07,174.0,61043913,126.0,129.7,117.1,1100,1100,18,2.78,2.97
2022-10,19426.14,9710630,5680.0,3808.1,583.6,246.9,35540,155.9,153.8,306.7,350.6,234.8,267.6,349,357.8,370.3,120.8,0.999883846,2858,2052,96246,140.5,324,389,504515,0.07,175.3,61814032,125.7,129.4,116.7,1100,1100,18,2.22,3.42
2022-11,20453.26,9661286,5689.3,3775.8,598.6,228.8,32540,156.3,154.0,304,345.9,235.4,266.8,346.4,355.4,366.7,120.8,1.001629698,3499,835,98913,143.2,545,366,"497,337",0.07,176.0,61788075,125.5,129.3,116.6,1100,1100,19,2.21,3.01
2022-12,19384.92,9700995,5699.1,3779.9,611.5,211.8,36360,155.9,153.1,300.6,341.4,235.8,266.8,342.7,352.1,364.2,120.8,,5852,3331,101434,143.0,413,359,"490,158",0.08,176.9,62122558,125.5,129.2,116.6,1000,1100,26,2.53,3.28
2023-01,20767.38,9646907,5710.5,3781.6,596.5,207.5,47220,156.8,153.9,296.8,337.2,237.1,266.4,337.7,346.6,360.1,120.8,,2695,,,145.1,772,363,482980,0.08,177.7,63020498,125.2,128.9,116.5,986,1000,27,2.78,2.91
2023-02,20221.19,9786520,5723.6,3795.3,592.0,201.1,48690,157.4,154.5,294.6,333.6,237.7,264.1,336.1,345.9,352.6,120.4,,4226,,,144.4,497,380,"482,271",0.08,178.5,62789365,124.9,128.5,116.4,1100,1100,19,1.93,3.3
2023-03,20099.89,9583084,5739.7,3827.3,588.7,213.8,55290,158.5,155.3,293.6,333.3,236.6,263.6,338.6,349.2,351.1,120.4,,3182,,,146.5,681,366,"481,561",0.08,179.3,61823308,124.9,128.4,116.4,1100,1100,17,1.39,3.04
2023-04,20636.54,9749382,5756.2,3847.7,586.9,207.6,43510,158.9,156.4,298.7,335.3,240.2,265.2,345.6,358.5,352.8,120.4,,4942,,,147.4,437,396,480852,0.08,180.8,62459656,124.8,128.2,116.5,1100,1200,14,1.36,2.97
2023-05,19572.24,9821710,5774.4,3900.0,588.3,232.0,38300,159.8,157.0,304.2,339.3,242.5,267.3,354.6,368.6,359.9,120.3,,3552,,,146.0,542,392,"480,143",0.08,182.4,62518143,124.9,128.3,116.6,1200,1200,12,1.35,3.14
2023-06,20155.29,9967849,5793.0,3958.8,581.5,248.8,37630,159.7,157.2,309.7,344.4,245.8,268.7,361.9,376.1,368.9,120.3,,7171,,,147.6,561,397,"479,433",0.08,183.7,62604092,125.0,128.3,116.7,1200,1200,11,1.67,3.11
2023-07,20626.64,9930936,5812.4,4014.7,569.6,275.8,62300,161.1,158.1,312.7,349.8,248.3,273,364.7,379.5,372.6,120.3,,5200,,,149.0,518,425,"478,724",0.08,184.9,62801697,124.9,128.2,116.7,1100,1100,15,2.58,3.29
2023-08,20292.62,,5834.0,4021.8,559.0,288.7,,161.4,158.7,313.7,354.3,251.6,275.7,363.8,378.8,373.2,120.2,,4137,,,150.7,415,544,"478,015",0.08,186.2,,125.0,128.1,117.0,1000,1100,18,3.04,3.41
